"","state","dates","cases","cluster"
"1","Alabama",2020-01-27,0,"4"
"2","Alabama",2020-02-03,0,"4"
"3","Alabama",2020-02-10,0,"4"
"4","Alabama",2020-02-17,0,"4"
"5","Alabama",2020-02-24,0,"4"
"6","Alabama",2020-03-02,0,"4"
"7","Alabama",2020-03-09,5.71057384128888,"4"
"8","Alabama",2020-03-16,31.0002579955682,"4"
"9","Alabama",2020-03-23,142.764346032222,"4"
"10","Alabama",2020-03-30,209.047792404325,"4"
"11","Alabama",2020-04-06,359.358253869679,"4"
"12","Alabama",2020-04-13,267.377225211776,"4"
"13","Alabama",2020-04-20,305.311751443195,"4"
"14","Alabama",2020-04-27,306.331496771996,"4"
"15","Alabama",2020-05-04,408.917876849436,"4"
"16","Alabama",2020-05-11,439.510236713483,"4"
"17","Alabama",2020-05-18,517.826677965445,"4"
"18","Alabama",2020-05-25,718.716507739357,"4"
"19","Alabama",2020-06-01,525.576742464337,"4"
"20","Alabama",2020-06-08,1102.34470043451,"4"
"21","Alabama",2020-06-15,803.559319095649,"4"
"22","Alabama",2020-06-22,1301.39898861658,"4"
"23","Alabama",2020-06-29,1533.49302545182,"4"
"24","Alabama",2020-07-06,2194.28799851525,"4"
"25","Alabama",2020-07-13,2641.54829972763,"4"
"26","Alabama",2020-07-20,2491.23783826227,"4"
"27","Alabama",2020-07-27,2347.45374690125,"4"
"28","Alabama",2020-08-03,2041.12225012925,"4"
"29","Alabama",2020-08-10,1264.68815677973,"4"
"30","Alabama",2020-08-17,1594.47379611416,"4"
"31","Alabama",2020-08-24,1929.15421302684,"4"
"32","Alabama",2020-08-31,1375.8403976191,"4"
"33","Alabama",2020-09-07,1258.56968480692,"4"
"34","Alabama",2020-09-14,1318.32676107469,"4"
"35","Alabama",2020-09-21,1484.54524966935,"4"
"36","Alabama",2020-09-28,1450.68970475313,"4"
"37","Alabama",2020-10-05,1365.84689339684,"4"
"38","Alabama",2020-10-12,1547.56551098929,"4"
"39","Alabama",2020-10-19,2390.48699977668,"4"
"40","Alabama",2020-10-26,1985.44415517669,"4"
"41","Alabama",2020-11-02,2081.70811421556,"4"
"42","Alabama",2020-11-09,2683.35785820849,"4"
"43","Alabama",2020-11-16,2994.7880816245,"4"
"44","Alabama",2020-11-23,3002.74209518915,"4"
"45","Alabama",2020-11-30,4619.03844133966,"4"
"46","Alabama",2020-12-07,5252.50423959121,"4"
"47","Alabama",2020-12-14,5470.11789275746,"4"
"48","Alabama",2020-12-21,4726.72354806111,"4"
"49","Alabama",2020-12-28,5365.0841238909,"4"
"50","Alabama",2021-01-04,6111.53770457366,"4"
"51","Alabama",2021-01-11,4221.33776310704,"4"
"52","Alabama",2021-01-18,3787.74204930061,"4"
"53","Alabama",2021-01-25,3766.7352955273,"4"
"54","Alabama",2021-02-01,2607.28485667989,"4"
"55","Alabama",2021-02-08,1735.19865148878,"4"
"56","Alabama",2021-02-15,1205.74687677499,"4"
"57","Alabama",2021-02-22,1307.10956245787,"4"
"58","Alabama",2021-03-01,1339.333514848,"4"
"59","Alabama",2021-03-08,786.019699440262,"4"
"60","Alabama",2021-03-15,1588.15137507559,"4"
"61","Alabama",2021-03-22,597.774711743489,"4"
"62","Alabama",2021-03-29,493.148841008447,"4"
"63","Alabama",2021-04-05,426.253547439063,"4"
"64","Alabama",2021-04-12,714.22962829263,"4"
"65","Alabama",2021-04-19,760.730015285983,"4"
"66","Alabama",2021-04-26,502.938396164942,"4"
"67","Alabama",2021-05-03,487.642216232918,"4"
"68","Alabama",2021-05-10,1854.91675309008,"4"
"69","Alabama",2021-05-17,416.260043216807,"4"
"70","Alabama",2021-05-24,261.258753238966,"4"
"71","Alabama",2021-05-31,444.608963357491,"4"
"72","Alabama",2021-06-07,354.463476291431,"4"
"73","Alabama",2021-06-14,272.068053724263,"4"
"74","Alabama",2021-06-21,260.442956975925,"4"
"75","Alabama",2021-06-28,278.186525697072,"4"
"76","Alabama",2021-07-05,674.459560469368,"4"
"77","Alabama",2021-07-12,1141.50292106049,"4"
"78","Alabama",2021-07-19,2134.32697318172,"4"
"79","Alabama",2021-07-26,3413.69946269619,"4"
"80","Alabama",2021-08-02,4039.00729831732,"4"
"81","Alabama",2021-08-09,5646.94173277166,"4"
"82","Alabama",2021-08-16,5744.83728433661,"4"
"83","Alabama",2021-08-23,5789.29818067236,"4"
"84","Alabama",2021-08-30,6255.32179593468,"4"
"85","Alabama",2021-09-06,5197.43799183592,"4"
"86","Alabama",2021-09-13,4646.97946334882,"4"
"87","Alabama",2021-09-20,3806.3014142848,"4"
"88","Alabama",2021-09-27,2373.55922731857,"4"
"89","Alaska",2020-01-27,0,"2"
"90","Alaska",2020-02-03,0,"2"
"91","Alaska",2020-02-10,0,"2"
"92","Alaska",2020-02-17,0,"2"
"93","Alaska",2020-02-24,0,"2"
"94","Alaska",2020-03-02,0,"2"
"95","Alaska",2020-03-09,1.36696990615752,"2"
"96","Alaska",2020-03-16,34.1742476539379,"2"
"97","Alaska",2020-03-23,116.192442023389,"2"
"98","Alaska",2020-03-30,103.889712867971,"2"
"99","Alaska",2020-04-06,121.660321648019,"2"
"100","Alaska",2020-04-13,65.6145554955608,"2"
"101","Alaska",2020-04-20,30.0733379354654,"2"
"102","Alaska",2020-04-27,36.9081874662529,"2"
"103","Alaska",2020-05-04,17.7706087800477,"2"
"104","Alaska",2020-05-11,30.0733379354654,"2"
"105","Alaska",2020-05-18,20.5045485923627,"2"
"106","Alaska",2020-05-25,83.3851642756085,"2"
"107","Alaska",2020-06-01,151.733659583484,"2"
"108","Alaska",2020-06-08,202.311546111312,"2"
"109","Alaska",2020-06-15,173.605178082004,"2"
"110","Alaska",2020-06-22,273.393981231503,"2"
"111","Alaska",2020-06-29,426.494610721145,"2"
"112","Alaska",2020-07-06,549.521902275321,"2"
"113","Alaska",2020-07-13,701.255561858806,"2"
"114","Alaska",2020-07-20,1156.45654060926,"2"
"115","Alaska",2020-07-27,1189.26381835704,"2"
"116","Alaska",2020-08-03,697.154652140333,"2"
"117","Alaska",2020-08-10,796.943455289832,"2"
"118","Alaska",2020-08-17,701.255561858806,"2"
"119","Alaska",2020-08-24,703.989501671121,"2"
"120","Alaska",2020-08-31,743.631628949689,"2"
"121","Alaska",2020-09-07,699.888591952648,"2"
"122","Alaska",2020-09-14,818.814973788352,"2"
"123","Alaska",2020-09-21,969.181663465679,"2"
"124","Alaska",2020-09-28,1249.41049422797,"2"
"125","Alaska",2020-10-05,1756.55632941241,"2"
"126","Alaska",2020-10-12,1835.84058396954,"2"
"127","Alaska",2020-10-19,2781.78375903054,"2"
"128","Alaska",2020-10-26,3600.5987328189,"2"
"129","Alaska",2020-11-02,4271.78095674224,"2"
"130","Alaska",2020-11-09,5456.9438653808,"2"
"131","Alaska",2020-11-16,5428.2374973515,"2"
"132","Alaska",2020-11-23,5864.30089741574,"2"
"133","Alaska",2020-11-30,6800.67528313364,"2"
"134","Alaska",2020-12-07,5614.14540458892,"2"
"135","Alaska",2020-12-14,3727.72693409155,"2"
"136","Alaska",2020-12-21,2602.71070132391,"2"
"137","Alaska",2020-12-28,3168.63624247312,"2"
"138","Alaska",2021-01-04,2897.97620105393,"2"
"139","Alaska",2021-01-11,2352.55520849709,"2"
"140","Alaska",2021-01-18,1882.3175607789,"2"
"141","Alaska",2021-01-25,1386.10748484372,"2"
"142","Alaska",2021-02-01,1245.3095845095,"2"
"143","Alaska",2021-02-08,1572.01539208114,"2"
"144","Alaska",2021-02-15,1360.13505662673,"2"
"145","Alaska",2021-02-22,1216.60321648019,"2"
"146","Alaska",2021-03-01,1420.28173249766,"2"
"147","Alaska",2021-03-08,1274.0159525388,"2"
"148","Alaska",2021-03-15,1227.53897572945,"2"
"149","Alaska",2021-03-22,1502.29992686711,"2"
"150","Alaska",2021-03-29,1690.94177391685,"2"
"151","Alaska",2021-04-05,1751.08844978778,"2"
"152","Alaska",2021-04-12,1556.97872311341,"2"
"153","Alaska",2021-04-19,1555.61175320725,"2"
"154","Alaska",2021-04-26,1488.63022780553,"2"
"155","Alaska",2021-05-03,1000.6219713073,"2"
"156","Alaska",2021-05-10,798.310425195989,"2"
"157","Alaska",2021-05-17,598.732818896992,"2"
"158","Alaska",2021-05-24,418.2927912842,"2"
"159","Alaska",2021-05-31,356.779145507112,"2"
"160","Alaska",2021-06-07,250.155492826825,"2"
"161","Alaska",2021-06-14,304.834289073126,"2"
"162","Alaska",2021-06-21,218.715184985203,"2"
"163","Alaska",2021-06-28,477.072497248973,"2"
"164","Alaska",2021-07-05,474.338557436658,"2"
"165","Alaska",2021-07-12,969.181663465679,"2"
"166","Alaska",2021-07-19,1883.68453068506,"2"
"167","Alaska",2021-07-26,2280.10580347074,"2"
"168","Alaska",2021-08-02,2870.63680293078,"2"
"169","Alaska",2021-08-09,3057.91168007436,"2"
"170","Alaska",2021-08-16,4556.110697223,"2"
"171","Alaska",2021-08-23,4916.99075244858,"2"
"172","Alaska",2021-08-30,5316.14596504658,"2"
"173","Alaska",2021-09-06,6196.47458461202,"2"
"174","Alaska",2021-09-13,7087.73896342672,"2"
"175","Alaska",2021-09-20,10004.8527431669,"2"
"176","Alaska",2021-09-27,10968.5665270079,"2"
"177","Arizona",2020-01-27,0,"4"
"178","Arizona",2020-02-03,0,"4"
"179","Arizona",2020-02-10,0,"4"
"180","Arizona",2020-02-17,0,"4"
"181","Arizona",2020-02-24,0,"4"
"182","Arizona",2020-03-02,0.412160549723255,"4"
"183","Arizona",2020-03-09,1.09909479926201,"4"
"184","Arizona",2020-03-16,19.2341589870852,"4"
"185","Arizona",2020-03-23,105.375713879245,"4"
"186","Arizona",2020-03-30,185.472247375465,"4"
"187","Arizona",2020-04-06,174.893459932568,"4"
"188","Arizona",2020-04-13,191.105108221682,"4"
"189","Arizona",2020-04-20,219.95634670231,"4"
"190","Arizona",2020-04-27,289.336705905725,"4"
"191","Arizona",2020-05-04,340.582000921316,"4"
"192","Arizona",2020-05-11,388.255237839306,"4"
"193","Arizona",2020-05-18,334.124818975652,"4"
"194","Arizona",2020-05-25,488.959798821688,"4"
"195","Arizona",2020-06-01,968.989452399372,"4"
"196","Arizona",2020-06-08,1197.60117064587,"4"
"197","Arizona",2020-06-15,2319.77696069239,"4"
"198","Arizona",2020-06-22,2930.32412168243,"4"
"199","Arizona",2020-06-29,3322.42619131916,"4"
"200","Arizona",2020-07-06,3347.29321115246,"4"
"201","Arizona",2020-07-13,2906.6935834983,"4"
"202","Arizona",2020-07-20,2526.54416980355,"4"
"203","Arizona",2020-07-27,2260.42584153224,"4"
"204","Arizona",2020-08-03,1161.74320281995,"4"
"205","Arizona",2020-08-10,908.676625289869,"4"
"206","Arizona",2020-08-17,627.308356678794,"4"
"207","Arizona",2020-08-24,488.82241197178,"4"
"208","Arizona",2020-08-31,564.110405721228,"4"
"209","Arizona",2020-09-07,377.126902996778,"4"
"210","Arizona",2020-09-14,756.864156141804,"4"
"211","Arizona",2020-09-21,441.836109303329,"4"
"212","Arizona",2020-09-28,483.189551125562,"4"
"213","Arizona",2020-10-05,662.34200340527,"4"
"214","Arizona",2020-10-12,765.794301385807,"4"
"215","Arizona",2020-10-19,963.63136525297,"4"
"216","Arizona",2020-10-26,1279.07157264117,"4"
"217","Arizona",2020-11-02,1619.9283472623,"4"
"218","Arizona",2020-11-09,2221.82013670816,"4"
"219","Arizona",2020-11-16,3328.74598641491,"4"
"220","Arizona",2020-11-23,3617.3957580711,"4"
"221","Arizona",2020-11-30,5259.30600131864,"4"
"222","Arizona",2020-12-07,6067.82761302576,"4"
"223","Arizona",2020-12-14,6203.70320758452,"4"
"224","Arizona",2020-12-21,5597.1402652418,"4"
"225","Arizona",2020-12-28,8524.44187622626,"4"
"226","Arizona",2021-01-04,8540.24136396566,"4"
"227","Arizona",2021-01-11,7602.43872649534,"4"
"228","Arizona",2021-01-18,6689.64049570824,"4"
"229","Arizona",2021-01-25,4922.57083219474,"4"
"230","Arizona",2021-02-01,3054.52183399904,"4"
"231","Arizona",2021-02-08,2285.15547451563,"4"
"232","Arizona",2021-02-15,1469.62713346322,"4"
"233","Arizona",2021-02-22,1211.06508193683,"4"
"234","Arizona",2021-03-01,1328.80561230777,"4"
"235","Arizona",2021-03-08,864.02589906985,"4"
"236","Arizona",2021-03-15,482.227843176208,"4"
"237","Arizona",2021-03-22,499.401199414677,"4"
"238","Arizona",2021-03-29,606.425555492816,"4"
"239","Arizona",2021-04-05,722.517443664866,"4"
"240","Arizona",2021-04-12,577.024769612557,"4"
"241","Arizona",2021-04-19,683.636965140972,"4"
"242","Arizona",2021-04-26,713.037751021231,"4"
"243","Arizona",2021-05-03,673.607725097706,"4"
"244","Arizona",2021-05-10,569.880653417354,"4"
"245","Arizona",2021-05-17,515.750234553699,"4"
"246","Arizona",2021-05-24,513.002497555545,"4"
"247","Arizona",2021-05-31,460.932881440507,"4"
"248","Arizona",2021-06-07,402.68085707962,"4"
"249","Arizona",2021-06-14,408.725878475561,"4"
"250","Arizona",2021-06-21,469.86302668451,"4"
"251","Arizona",2021-06-28,523.856058698257,"4"
"252","Arizona",2021-07-05,615.355700736819,"4"
"253","Arizona",2021-07-12,935.467061021881,"4"
"254","Arizona",2021-07-19,1225.49070117714,"4"
"255","Arizona",2021-07-26,1699.88749390861,"4"
"256","Arizona",2021-08-02,2268.6690525267,"4"
"257","Arizona",2021-08-09,2666.40398300964,"4"
"258","Arizona",2021-08-16,2832.91684509784,"4"
"259","Arizona",2021-08-23,2991.18649619157,"4"
"260","Arizona",2021-08-30,3101.6455235174,"4"
"261","Arizona",2021-09-06,2496.31906282385,"4"
"262","Arizona",2021-09-13,2500.8528288708,"4"
"263","Arizona",2021-09-20,2413.33740547956,"4"
"264","Arizona",2021-09-27,2480.24480138464,"4"
"265","Arkansas",2020-01-27,0,"4"
"266","Arkansas",2020-02-03,0,"4"
"267","Arkansas",2020-02-10,0,"4"
"268","Arkansas",2020-02-17,0,"4"
"269","Arkansas",2020-02-24,0,"4"
"270","Arkansas",2020-03-02,0,"4"
"271","Arkansas",2020-03-09,0.994100345814374,"4"
"272","Arkansas",2020-03-16,53.6814186739762,"4"
"273","Arkansas",2020-03-23,86.4867300858505,"4"
"274","Arkansas",2020-03-30,136.191747376569,"4"
"275","Arkansas",2020-04-06,146.795484398589,"4"
"276","Arkansas",2020-04-13,166.014757751,"4"
"277","Arkansas",2020-04-20,404.267473964512,"4"
"278","Arkansas",2020-04-27,144.475916925022,"4"
"279","Arkansas",2020-05-04,190.535899614422,"4"
"280","Arkansas",2020-05-11,247.530986107779,"4"
"281","Arkansas",2020-05-18,385.379567394039,"4"
"282","Arkansas",2020-05-25,441.049186759644,"4"
"283","Arkansas",2020-06-01,720.060017151545,"4"
"284","Arkansas",2020-06-08,1018.95285445973,"4"
"285","Arkansas",2020-06-15,1013.98235273066,"4"
"286","Arkansas",2020-06-22,1410.6283907106,"4"
"287","Arkansas",2020-06-29,1324.14166062475,"4"
"288","Arkansas",2020-07-06,1508.71295816428,"4"
"289","Arkansas",2020-07-13,1610.77392700122,"4"
"290","Arkansas",2020-07-20,1787.72378855618,"4"
"291","Arkansas",2020-07-27,1718.79949791305,"4"
"292","Arkansas",2020-08-03,1846.70707574117,"4"
"293","Arkansas",2020-08-10,1087.54577832092,"4"
"294","Arkansas",2020-08-17,1295.31275059613,"4"
"295","Arkansas",2020-08-24,1418.91256025905,"4"
"296","Arkansas",2020-08-31,1498.10922114226,"4"
"297","Arkansas",2020-09-07,1604.4779581444,"4"
"298","Arkansas",2020-09-14,1823.84276778744,"4"
"299","Arkansas",2020-09-21,1828.81326951651,"4"
"300","Arkansas",2020-09-28,1912.31769856492,"4"
"301","Arkansas",2020-10-05,1928.55467087988,"4"
"302","Arkansas",2020-10-12,2065.40915182033,"4"
"303","Arkansas",2020-10-19,2335.80444588184,"4"
"304","Arkansas",2020-10-26,2300.34820021446,"4"
"305","Arkansas",2020-11-02,2919.00998209294,"4"
"306","Arkansas",2020-11-09,3702.6924213766,"4"
"307","Arkansas",2020-11-16,4020.47316525526,"4"
"308","Arkansas",2020-11-23,3669.55574318279,"4"
"309","Arkansas",2020-11-30,4863.47025850585,"4"
"310","Arkansas",2020-12-07,4896.9383034816,"4"
"311","Arkansas",2020-12-14,5284.63743834921,"4"
"312","Arkansas",2020-12-21,4382.98842469557,"4"
"313","Arkansas",2020-12-28,6162.75941048524,"4"
"314","Arkansas",2021-01-04,7157.85385664543,"4"
"315","Arkansas",2021-01-11,5327.71512000117,"4"
"316","Arkansas",2021-01-18,4278.60788838506,"4"
"317","Arkansas",2021-01-25,3711.97069127087,"4"
"318","Arkansas",2021-02-01,3800.11425526641,"4"
"319","Arkansas",2021-02-08,2084.95979195468,"4"
"320","Arkansas",2021-02-15,823.777819898178,"4"
"321","Arkansas",2021-02-22,2286.762162155,"4"
"322","Arkansas",2021-03-01,796.274376997313,"4"
"323","Arkansas",2021-03-08,704.154411618514,"4"
"324","Arkansas",2021-03-15,567.299930678069,"4"
"325","Arkansas",2021-03-22,422.161280189171,"4"
"326","Arkansas",2021-03-29,372.78762968039,"4"
"327","Arkansas",2021-04-05,364.172093349999,"4"
"328","Arkansas",2021-04-12,430.445449737624,"4"
"329","Arkansas",2021-04-19,415.533944550408,"4"
"330","Arkansas",2021-04-26,463.582127931436,"4"
"331","Arkansas",2021-05-03,465.570328623065,"4"
"332","Arkansas",2021-05-10,421.498546625294,"4"
"333","Arkansas",2021-05-17,449.001989526159,"4"
"334","Arkansas",2021-05-24,402.279273272883,"4"
"335","Arkansas",2021-05-31,358.538858057051,"4"
"336","Arkansas",2021-06-07,507.322543147269,"4"
"337","Arkansas",2021-06-14,543.772889160462,"4"
"338","Arkansas",2021-06-21,546.423823415967,"4"
"339","Arkansas",2021-06-28,1101.79454994426,"4"
"340","Arkansas",2021-07-05,1617.40126263999,"4"
"341","Arkansas",2021-07-12,2359.33148739945,"4"
"342","Arkansas",2021-07-19,4231.55380534985,"4"
"343","Arkansas",2021-07-26,4336.2657084423,"4"
"344","Arkansas",2021-08-02,5249.18119268183,"4"
"345","Arkansas",2021-08-09,5146.12612349907,"4"
"346","Arkansas",2021-08-16,5119.28541416209,"4"
"347","Arkansas",2021-08-23,4681.21852843989,"4"
"348","Arkansas",2021-08-30,4775.65806129225,"4"
"349","Arkansas",2021-09-06,3713.29615839862,"4"
"350","Arkansas",2021-09-13,3331.89299238784,"4"
"351","Arkansas",2021-09-20,2516.39934203812,"4"
"352","Arkansas",2021-09-27,1793.35702384913,"4"
"353","California",2020-01-27,0.0253086241186683,"1"
"354","California",2020-02-03,0.0759258723560049,"1"
"355","California",2020-02-10,0.0506172482373366,"1"
"356","California",2020-02-17,0.0506172482373366,"1"
"357","California",2020-02-24,0.227777617068015,"1"
"358","California",2020-03-02,2.37901066715482,"1"
"359","California",2020-03-09,6.60555089497243,"1"
"360","California",2020-03-16,33.4833097089981,"1"
"361","California",2020-03-23,96.1221544027021,"1"
"362","California",2020-03-30,224.133175194926,"1"
"363","California",2020-04-06,197.052947387951,"1"
"364","California",2020-04-13,229.979467366339,"1"
"365","California",2020-04-20,313.422001085588,"1"
"366","California",2020-04-27,293.858434641858,"1"
"367","California",2020-05-04,329.92322401096,"1"
"368","California",2020-05-11,322.583723016546,"1"
"369","California",2020-05-18,357.408389803834,"1"
"370","California",2020-05-25,472.689172664368,"1"
"371","California",2020-06-01,466.488559755294,"1"
"372","California",2020-06-08,529.000861328405,"1"
"373","California",2020-06-15,718.385295608399,"1"
"374","California",2020-06-22,1060.63381956515,"1"
"375","California",2020-06-29,1377.04223829674,"1"
"376","California",2020-07-06,1443.17367311882,"1"
"377","California",2020-07-13,1577.05629470658,"1"
"378","California",2020-07-20,1682.61856590554,"1"
"379","California",2020-07-27,1446.08416489247,"1"
"380","California",2020-08-03,1206.10779099926,"1"
"381","California",2020-08-10,1626.63588935505,"1"
"382","California",2020-08-17,1035.90729380121,"1"
"383","California",2020-08-24,891.546901828328,"1"
"384","California",2020-08-31,789.300060388908,"1"
"385","California",2020-09-07,575.771198699704,"1"
"386","California",2020-09-14,613.784752125943,"1"
"387","California",2020-09-21,610.41870511816,"1"
"388","California",2020-09-28,593.917482192789,"1"
"389","California",2020-10-05,604.218092209087,"1"
"390","California",2020-10-12,551.70269716285,"1"
"391","California",2020-10-19,786.946358345872,"1"
"392","California",2020-10-26,781.555621408595,"1"
"393","California",2020-11-02,1094.74984487712,"1"
"394","California",2020-11-09,1529.70385898055,"1"
"395","California",2020-11-16,2207.8990594885,"1"
"396","California",2020-11-23,2710.07277925112,"1"
"397","California",2020-11-30,4198.62481541471,"1"
"398","California",2020-12-07,5833.1823041189,"1"
"399","California",2020-12-14,8012.17891486389,"1"
"400","California",2020-12-21,6907.58401520461,"1"
"401","California",2020-12-28,7091.02092281672,"1"
"402","California",2021-01-04,7662.36311229566,"1"
"403","California",2021-01-11,6819.07975666163,"1"
"404","California",2021-01-18,4252.81057965278,"1"
"405","California",2021-01-25,3270.86127247257,"1"
"406","California",2021-02-01,2373.84770783461,"1"
"407","California",2021-02-08,1668.57227951968,"1"
"408","California",2021-02-15,1139.84981305658,"1"
"409","California",2021-02-22,939.835756646747,"1"
"410","California",2021-03-01,787.022284218228,"1"
"411","California",2021-03-08,593.006371724517,"1"
"412","California",2021-03-15,507.716308444605,"1"
"413","California",2021-03-22,479.168180438747,"1"
"414","California",2021-03-29,446.115117339766,"1"
"415","California",2021-04-05,619.555118425,"1"
"416","California",2021-04-12,437.737962756487,"1"
"417","California",2021-04-19,358.724438258004,"1"
"418","California",2021-04-26,339.287414934867,"1"
"419","California",2021-05-03,324.734956066633,"1"
"420","California",2021-05-10,272.295486892752,"1"
"421","California",2021-05-17,224.386261436113,"1"
"422","California",2021-05-24,306.107808715293,"1"
"423","California",2021-05-31,163.82272392014,"1"
"424","California",2021-06-07,168.707288375043,"1"
"425","California",2021-06-14,181.564069427326,"1"
"426","California",2021-06-21,262.146728621166,"1"
"427","California",2021-06-28,65.2962502261642,"1"
"428","California",2021-07-05,476.333614537456,"1"
"429","California",2021-07-12,771.381554512891,"1"
"430","California",2021-07-19,1243.56455469489,"1"
"431","California",2021-07-26,1726.52902875143,"1"
"432","California",2021-08-02,2053.64299548522,"1"
"433","California",2021-08-09,2249.65828928431,"1"
"434","California",2021-08-16,2695.01414790051,"1"
"435","California",2021-08-23,2445.1421019769,"1"
"436","California",2021-08-30,2371.06375918156,"1"
"437","California",2021-09-06,1657.74018839689,"1"
"438","California",2021-09-13,1713.36854420972,"1"
"439","California",2021-09-20,969.674624482657,"1"
"440","California",2021-09-27,1299.8509347348,"1"
"441","Colorado",2020-01-27,0,"2"
"442","Colorado",2020-02-03,0,"2"
"443","Colorado",2020-02-10,0,"2"
"444","Colorado",2020-02-17,0,"2"
"445","Colorado",2020-02-24,0,"2"
"446","Colorado",2020-03-02,1.38919373973733,"2"
"447","Colorado",2020-03-09,22.2270998357973,"2"
"448","Colorado",2020-03-16,79.7049908174294,"2"
"449","Colorado",2020-03-23,297.461109521256,"2"
"450","Colorado",2020-03-30,458.781232548254,"2"
"451","Colorado",2020-04-06,409.291205570111,"2"
"452","Colorado",2020-04-13,420.752053922944,"2"
"453","Colorado",2020-04-20,644.412246020655,"2"
"454","Colorado",2020-04-27,554.635600590129,"2"
"455","Colorado",2020-05-04,532.755799189267,"2"
"456","Colorado",2020-05-11,388.106001039117,"2"
"457","Colorado",2020-05-18,388.279650256584,"2"
"458","Colorado",2020-05-25,382.722875297635,"2"
"459","Colorado",2020-06-01,281.832679949211,"2"
"460","Colorado",2020-06-08,196.049966520431,"2"
"461","Colorado",2020-06-15,244.671747411237,"2"
"462","Colorado",2020-06-22,307.01181648195,"2"
"463","Colorado",2020-06-29,305.275324307279,"2"
"464","Colorado",2020-07-06,494.55297134649,"2"
"465","Colorado",2020-07-13,560.71332320148,"2"
"466","Colorado",2020-07-20,728.284818057296,"2"
"467","Colorado",2020-07-27,588.844496431161,"2"
"468","Colorado",2020-08-03,509.313154831199,"2"
"469","Colorado",2020-08-10,436.901431147391,"2"
"470","Colorado",2020-08-17,341.568010757916,"2"
"471","Colorado",2020-08-24,361.190372331706,"2"
"472","Colorado",2020-08-31,355.633597372757,"2"
"473","Colorado",2020-09-07,354.591702067954,"2"
"474","Colorado",2020-09-14,615.412826703638,"2"
"475","Colorado",2020-09-21,733.146996146377,"2"
"476","Colorado",2020-09-28,694.075922216264,"2"
"477","Colorado",2020-10-05,935.101036060691,"2"
"478","Colorado",2020-10-12,1187.93429669289,"2"
"479","Colorado",2020-10-19,1699.50489135116,"2"
"480","Colorado",2020-10-26,2573.65505208087,"2"
"481","Colorado",2020-11-02,3659.48360890307,"2"
"482","Colorado",2020-11-09,5631.96507011261,"2"
"483","Colorado",2020-11-16,6109.50041814732,"2"
"484","Colorado",2020-11-23,5239.34418941934,"2"
"485","Colorado",2020-11-30,5523.6079584131,"2"
"486","Colorado",2020-12-07,4794.8021927034,"2"
"487","Colorado",2020-12-14,3594.01785391794,"2"
"488","Colorado",2020-12-21,2800.61457931046,"2"
"489","Colorado",2020-12-28,2818.67409792705,"2"
"490","Colorado",2021-01-04,3455.27212916168,"2"
"491","Colorado",2021-01-11,2402.08962522331,"2"
"492","Colorado",2021-01-18,1962.93075424885,"2"
"493","Colorado",2021-01-25,1719.12725292495,"2"
"494","Colorado",2021-02-01,1588.02209373724,"2"
"495","Colorado",2021-02-08,1477.06024377572,"2"
"496","Colorado",2021-02-15,1176.99439599245,"2"
"497","Colorado",2021-02-22,1335.18883310504,"2"
"498","Colorado",2021-03-01,1442.85134793469,"2"
"499","Colorado",2021-03-08,1277.36364368848,"2"
"500","Colorado",2021-03-15,1156.85108676626,"2"
"501","Colorado",2021-03-22,1375.99639920983,"2"
"502","Colorado",2021-03-29,1661.30206350838,"2"
"503","Colorado",2021-04-05,1833.21478880088,"2"
"504","Colorado",2021-04-12,2016.24106401127,"2"
"505","Colorado",2021-04-19,2075.62909638504,"2"
"506","Colorado",2021-04-26,2000.95993287416,"2"
"507","Colorado",2021-05-03,1657.30813150664,"2"
"508","Colorado",2021-05-10,1457.09058376699,"2"
"509","Colorado",2021-05-17,989.974188780316,"2"
"510","Colorado",2021-05-24,952.986905459809,"2"
"511","Colorado",2021-05-31,691.992131606658,"2"
"512","Colorado",2021-06-07,732.278750059041,"2"
"513","Colorado",2021-06-14,482.223876906321,"2"
"514","Colorado",2021-06-21,504.798275177053,"2"
"515","Colorado",2021-06-28,479.098190991912,"2"
"516","Colorado",2021-07-05,560.71332320148,"2"
"517","Colorado",2021-07-12,612.287140789229,"2"
"518","Colorado",2021-07-19,520.947652401499,"2"
"519","Colorado",2021-07-26,1005.9499167873,"2"
"520","Colorado",2021-08-02,1147.82132745797,"2"
"521","Colorado",2021-08-09,1360.36796963778,"2"
"522","Colorado",2021-08-16,1634.7337332359,"2"
"523","Colorado",2021-08-23,1942.61379580519,"2"
"524","Colorado",2021-08-30,2121.47248979637,"2"
"525","Colorado",2021-09-06,2178.25578390814,"2"
"526","Colorado",2021-09-13,2388.37133704341,"2"
"527","Colorado",2021-09-20,2125.81372023305,"2"
"528","Colorado",2021-09-27,2193.71056426271,"2"
"529","Connecticut",2020-01-27,0,"6"
"530","Connecticut",2020-02-03,0,"6"
"531","Connecticut",2020-02-10,0,"6"
"532","Connecticut",2020-02-17,0,"6"
"533","Connecticut",2020-02-24,0,"6"
"534","Connecticut",2020-03-02,0,"6"
"535","Connecticut",2020-03-09,6.73157588715859,"6"
"536","Connecticut",2020-03-16,84.9861455753773,"6"
"537","Connecticut",2020-03-23,467.283559500259,"6"
"538","Connecticut",2020-03-30,1032.73593402158,"6"
"539","Connecticut",2020-04-06,1783.86761009703,"6"
